work_order_id,machine_id,maintenance_datetime,maintenance_type,issue,part_id,technician_id,downtime_hours,total_cost_usd,status
WO_07254,APU_021,2024-12-25 00:12:00,Corrective,Reservoir Pressure Fluctuation,PART_0058,TECH_0195,4.63,850.87,Monitoring
WO_07255,APU_017,2025-02-24 19:08:00,Preventive,Low Pressure Switch Fault,PART_0278,TECH_0489,4.04,1067.46,Completed
WO_07256,APU_011,2024-08-21 16:47:00,Corrective,Oil Level Warning,PART_0186,TECH_0200,7.4,1400.68,Completed
WO_07257,APU_021,2024-07-15 19:00:00,Inspection,High Oil Temperature,PART_0056,TECH_0293,2.6,498.58,Completed
WO_07258,APU_036,2024-12-25 01:07:00,Inspection,Reservoir Pressure Fluctuation,PART_0076,TECH_0261,3.88,240.24,Completed
WO_07259,APU_047,2024-01-24 17:21:00,Inspection,Dryer Valve Fault,PART_0241,TECH_0256,1.97,875.86,Completed
WO_07260,APU_048,2024-04-22 06:58:00,Preventive,Compressor Cycling,PART_0203,TECH_0042,10.47,852.24,Completed
WO_07261,APU_050,2024-12-27 19:41:00,Corrective,Reservoir Pressure Fluctuation,PART_0184,TECH_0395,8.09,944.41,Completed
WO_07262,APU_002,2025-01-20 08:06:00,Corrective,Oil Level Warning,PART_0006,TECH_0372,2.74,922.19,Completed
WO_07263,APU_018,2024-09-09 19:54:00,Preventive,Oil Level Warning,PART_0006,TECH_0270,3.36,1066.91,Completed
WO_07264,APU_023,2024-06-22 23:38:00,Inspection,Dryer Valve Fault,PART_0277,TECH_0039,5.74,1177.84,Monitoring
WO_07265,APU_047,2024-12-31 19:25:00,Corrective,Dryer Valve Fault,PART_0025,TECH_0333,2.51,444.88,Completed
WO_07266,APU_004,2024-09-15 19:45:00,Corrective,Oil Level Warning,PART_0060,TECH_0489,1.89,385.04,Completed
WO_07267,APU_030,2024-09-20 21:20:00,Preventive,Abnormal Motor Current,PART_0201,TECH_0219,4.4,948.31,Completed
WO_07268,APU_012,2025-03-05 05:53:00,Corrective,Compressor Cycling,PART_0185,TECH_0028,2.84,389.71,Completed
WO_07269,APU_035,2024-06-12 18:45:00,Corrective,Dryer Valve Fault,PART_0169,TECH_0021,3.01,806.79,Completed
WO_07270,APU_023,2024-08-05 01:21:00,Preventive,Compressor Cycling,PART_0293,TECH_0038,1.72,419.66,Completed
WO_07271,APU_002,2024-10-14 08:27:00,Preventive,Dryer Valve Fault,PART_0205,TECH_0169,1.06,354.2,Completed
WO_07272,APU_040,2024-11-04 00:12:00,Corrective,Pressure Leak,PART_0235,TECH_0429,3.1,537.43,Completed
WO_07273,APU_025,2024-02-09 05:19:00,Inspection,Dryer Valve Fault,PART_0205,TECH_0311,4.47,535.67,Completed
WO_07274,APU_023,2024-09-01 23:31:00,Corrective,Compressor Cycling,PART_0167,TECH_0168,2.4,345.76,Completed
WO_07275,APU_006,2025-03-13 07:15:00,Preventive,Reservoir Pressure Fluctuation,PART_0112,TECH_0082,5.99,1023.86,Completed
WO_07276,APU_008,2025-05-11 14:02:00,Corrective,High Oil Temperature,PART_0020,TECH_0204,1.85,968.18,Completed
WO_07277,APU_029,2025-06-23 09:17:00,Preventive,Pressure Leak,PART_0271,TECH_0487,1.52,211.11,Monitoring
WO_07278,APU_001,2025-05-20 01:14:00,Corrective,Low Pressure Switch Fault,PART_0242,TECH_0341,2.62,900.55,Completed
WO_07279,APU_013,2024-03-05 09:15:00,Corrective,Reservoir Pressure Fluctuation,PART_0238,TECH_0287,2.6,646.49,Completed
WO_07280,APU_043,2024-05-11 00:28:00,Preventive,High Oil Temperature,PART_0272,TECH_0127,4.15,621.41,Completed
WO_07281,APU_018,2024-02-09 15:51:00,Preventive,High Oil Temperature,PART_0200,TECH_0311,1.77,337.99,Completed
WO_07282,APU_040,2025-01-11 05:20:00,Corrective,Dryer Valve Fault,PART_0295,TECH_0256,5.77,722.59,Completed
WO_07283,APU_038,2024-08-18 12:16:00,Corrective,Reservoir Pressure Fluctuation,PART_0112,TECH_0395,8.02,957.19,Completed
WO_07284,APU_022,2025-07-15 03:29:00,Preventive,High Oil Temperature,PART_0128,TECH_0367,2.66,860.06,Completed
WO_07285,APU_003,2024-05-28 21:23:00,Corrective,Pressure Leak,PART_0091,TECH_0220,5.41,453.69,Completed
WO_07286,APU_043,2025-01-25 05:59:00,Corrective,Dryer Valve Fault,PART_0223,TECH_0048,1.52,370.32,Completed
WO_07287,APU_045,2024-09-22 04:50:00,Corrective,Oil Level Warning,PART_0204,TECH_0294,4.91,841.59,Completed
WO_07288,APU_044,2024-10-01 10:49:00,Preventive,Low Pressure Switch Fault,PART_0044,TECH_0271,4.84,374.28,Completed
WO_07289,APU_020,2024-06-14 00:16:00,Preventive,Compressor Cycling,PART_0239,TECH_0454,4.37,1123.76,Completed
WO_07290,APU_006,2024-01-12 13:21:00,Inspection,High Oil Temperature,PART_0290,TECH_0032,2.7,778.85,Monitoring
WO_07291,APU_040,2024-03-16 01:45:00,Corrective,Compressor Cycling,PART_0113,TECH_0290,0.54,851.09,Completed
WO_07292,APU_018,2024-04-11 16:40:00,Preventive,Dryer Valve Fault,PART_0205,TECH_0144,1.91,382.84,Completed
WO_07293,APU_032,2025-07-03 03:11:00,Corrective,Low Pressure Switch Fault,PART_0044,TECH_0008,1.93,268.9,Completed
WO_07294,APU_027,2024-09-07 12:57:00,Corrective,Oil Level Warning,PART_0222,TECH_0189,1.59,980.63,Completed
WO_07295,APU_020,2025-02-02 01:51:00,Preventive,Reservoir Pressure Fluctuation,PART_0040,TECH_0064,2.91,937.99,Completed
WO_07296,APU_011,2024-07-01 14:14:00,Corrective,Pressure Leak,PART_0091,TECH_0012,2.16,429.07,Completed
WO_07297,APU_030,2024-09-30 10:20:00,Inspection,Low Pressure Switch Fault,PART_0008,TECH_0349,1.73,302.9,Completed
WO_07298,APU_043,2025-02-27 22:24:00,Corrective,Oil Level Warning,PART_0204,TECH_0428,1.52,752.18,Completed
WO_07299,APU_009,2025-06-16 22:37:00,Corrective,High Oil Temperature,PART_0290,TECH_0316,1.83,787.07,Monitoring
WO_07300,APU_032,2024-07-03 14:15:00,Preventive,Abnormal Motor Current,PART_0075,TECH_0061,5.04,524.97,Completed
WO_07301,APU_031,2025-02-09 14:43:00,Corrective,Compressor Cycling,PART_0041,TECH_0184,1.89,880.28,Completed
WO_07302,APU_034,2024-08-02 12:27:00,Corrective,Dryer Valve Fault,PART_0295,TECH_0059,2.05,519.23,Completed
WO_07303,APU_029,2025-03-08 20:33:00,Preventive,Abnormal Motor Current,PART_0165,TECH_0066,2.11,144.11,Completed
WO_07304,APU_038,2024-12-05 01:03:00,Corrective,Pressure Leak,PART_0127,TECH_0199,3.28,744.23,Monitoring
WO_07305,APU_015,2025-09-14 12:13:00,Preventive,Pressure Leak,PART_0289,TECH_0156,3.49,471.66,Completed
WO_07306,APU_032,2024-02-13 07:48:00,Corrective,Abnormal Motor Current,PART_0165,TECH_0404,0.51,71.77,Completed
WO_07307,APU_025,2024-06-01 13:56:00,Corrective,Compressor Cycling,PART_0167,TECH_0357,4.77,440.98,Monitoring
WO_07308,APU_037,2024-03-29 06:41:00,Corrective,Oil Level Warning,PART_0132,TECH_0075,5.99,663.42,Completed
WO_07309,APU_011,2025-06-07 18:19:00,Preventive,Abnormal Motor Current,PART_0039,TECH_0067,1.53,261.88,Completed
WO_07310,APU_011,2024-05-22 07:00:00,Corrective,High Oil Temperature,PART_0236,TECH_0418,1.59,581.37,Completed
WO_07311,APU_010,2024-06-21 16:50:00,Preventive,Reservoir Pressure Fluctuation,PART_0202,TECH_0101,2.12,573.34,Completed
WO_07312,APU_012,2024-08-22 23:21:00,Corrective,Abnormal Motor Current,PART_0147,TECH_0251,1.79,449.75,Completed
WO_07313,APU_026,2025-02-01 11:27:00,Preventive,Low Pressure Switch Fault,PART_0062,TECH_0041,3.07,1070.64,Completed
WO_07314,APU_018,2024-12-08 02:46:00,Corrective,Abnormal Motor Current,PART_0021,TECH_0445,0.93,829.03,Completed
WO_07315,APU_018,2024-05-11 10:25:00,Inspection,High Oil Temperature,PART_0128,TECH_0447,1.47,775.41,Completed
WO_07316,APU_049,2024-09-29 09:51:00,Corrective,Compressor Cycling,PART_0059,TECH_0408,6.34,1305.26,Completed
WO_07317,APU_005,2024-10-22 23:40:00,Corrective,Pressure Leak,PART_0181,TECH_0256,1.63,874.85,Completed
WO_07318,APU_034,2024-03-06 19:18:00,Inspection,Low Pressure Switch Fault,PART_0206,TECH_0054,5.39,582.73,Completed
WO_07319,APU_041,2025-05-04 22:27:00,Preventive,Oil Level Warning,PART_0042,TECH_0380,3.3,1038.8,Completed
WO_07320,APU_005,2025-07-13 11:59:00,Corrective,Abnormal Motor Current,PART_0111,TECH_0394,1.0,317.83,Completed
WO_07321,APU_031,2025-09-04 06:38:00,Corrective,Compressor Cycling,PART_0095,TECH_0149,3.86,508.69,Completed
WO_07322,APU_013,2024-03-12 22:49:00,Corrective,Oil Level Warning,PART_0222,TECH_0265,2.55,953.5,Completed
WO_07323,APU_036,2025-04-26 22:08:00,Corrective,High Oil Temperature,PART_0002,TECH_0335,2.12,263.4,Completed
WO_07324,APU_034,2025-06-19 17:14:00,Corrective,Reservoir Pressure Fluctuation,PART_0004,TECH_0500,3.11,636.95,Monitoring
WO_07325,APU_045,2024-03-18 22:09:00,Preventive,Dryer Valve Fault,PART_0025,TECH_0450,3.53,466.03,Monitoring
WO_07326,APU_048,2025-02-23 13:02:00,Preventive,Oil Level Warning,PART_0042,TECH_0189,4.01,1059.91,Monitoring
WO_07327,APU_043,2025-01-16 02:58:00,Corrective,Pressure Leak,PART_0253,TECH_0487,5.2,559.76,Completed
WO_07328,APU_028,2025-09-09 04:41:00,Corrective,High Oil Temperature,PART_0272,TECH_0056,3.4,503.56,Monitoring
WO_07329,APU_044,2025-02-22 21:55:00,Preventive,Pressure Leak,PART_0289,TECH_0424,1.28,298.95,Completed
WO_07330,APU_047,2024-11-05 19:27:00,Preventive,High Oil Temperature,PART_0092,TECH_0017,2.09,450.83,Completed
WO_07331,APU_042,2025-01-10 15:42:00,Preventive,Abnormal Motor Current,PART_0201,TECH_0426,13.72,1554.74,Completed
WO_07332,APU_019,2025-05-24 09:14:00,Corrective,Oil Level Warning,PART_0042,TECH_0324,4.05,1231.5,Completed
WO_07333,APU_007,2025-01-30 13:24:00,Preventive,High Oil Temperature,PART_0038,TECH_0079,10.01,728.18,Monitoring
WO_07334,APU_013,2024-07-16 22:40:00,Corrective,Low Pressure Switch Fault,PART_0296,TECH_0041,5.86,538.62,Completed
WO_07335,APU_027,2024-11-25 17:27:00,Preventive,Dryer Valve Fault,PART_0205,TECH_0449,3.1,479.66,Monitoring
WO_07336,APU_019,2024-01-18 16:26:00,Preventive,Oil Level Warning,PART_0078,TECH_0165,3.21,536.23,Completed
WO_07337,APU_012,2025-05-14 19:01:00,Preventive,Compressor Cycling,PART_0221,TECH_0175,2.66,741.13,Monitoring
WO_07338,APU_030,2024-03-10 05:48:00,Corrective,Oil Level Warning,PART_0132,TECH_0294,1.05,490.0,Monitoring
WO_07339,APU_023,2024-02-17 20:36:00,Inspection,Compressor Cycling,PART_0077,TECH_0148,2.75,777.61,Completed
WO_07340,APU_015,2025-01-13 01:11:00,Corrective,Abnormal Motor Current,PART_0255,TECH_0160,5.29,395.98,Completed
WO_07341,APU_026,2025-08-23 07:39:00,Corrective,Low Pressure Switch Fault,PART_0026,TECH_0229,1.95,606.21,Completed
WO_07342,APU_010,2025-02-14 03:33:00,Inspection,Dryer Valve Fault,PART_0097,TECH_0144,3.41,879.48,Completed
WO_07343,APU_029,2024-11-06 01:59:00,Preventive,Reservoir Pressure Fluctuation,PART_0094,TECH_0118,4.34,626.5,Completed
WO_07344,APU_012,2025-06-05 04:13:00,Corrective,Reservoir Pressure Fluctuation,PART_0256,TECH_0130,1.65,367.47,Completed
WO_07345,APU_026,2024-12-03 03:32:00,Preventive,Dryer Valve Fault,PART_0205,TECH_0272,2.12,436.58,Completed
WO_07346,APU_014,2024-01-13 01:08:00,Corrective,Low Pressure Switch Fault,PART_0134,TECH_0414,1.55,816.54,Completed
WO_07347,APU_045,2024-02-14 05:49:00,Preventive,Oil Level Warning,PART_0294,TECH_0485,1.73,428.03,Completed
WO_07348,APU_034,2024-03-30 13:52:00,Preventive,Compressor Cycling,PART_0257,TECH_0043,1.34,110.95,Monitoring
WO_07349,APU_010,2025-03-01 03:14:00,Preventive,Low Pressure Switch Fault,PART_0170,TECH_0107,1.66,259.22,Completed
WO_07350,APU_028,2024-06-03 12:49:00,Preventive,High Oil Temperature,PART_0254,TECH_0022,5.93,676.81,Monitoring
WO_07351,APU_001,2024-05-01 07:33:00,Preventive,Abnormal Motor Current,PART_0291,TECH_0140,1.64,716.2,Monitoring
WO_07352,APU_050,2025-02-12 21:10:00,Corrective,Pressure Leak,PART_0253,TECH_0454,2.91,292.6,Completed
WO_07353,APU_044,2024-05-05 21:27:00,Corrective,Compressor Cycling,PART_0149,TECH_0259,2.06,591.35,Completed
WO_07354,APU_010,2024-03-09 21:58:00,Corrective,Reservoir Pressure Fluctuation,PART_0004,TECH_0195,5.2,926.72,Completed
WO_07355,APU_003,2025-03-04 15:54:00,Preventive,Pressure Leak,PART_0091,TECH_0320,5.59,680.46,Completed
WO_07356,APU_032,2024-01-18 10:39:00,Inspection,Abnormal Motor Current,PART_0291,TECH_0184,4.37,754.22,Completed
WO_07357,APU_016,2025-07-19 08:14:00,Corrective,Pressure Leak,PART_0145,TECH_0169,3.22,507.15,Completed
WO_07358,APU_003,2024-08-28 16:24:00,Inspection,Reservoir Pressure Fluctuation,PART_0166,TECH_0305,2.39,523.36,Completed
WO_07359,APU_041,2024-09-17 18:46:00,Preventive,Low Pressure Switch Fault,PART_0224,TECH_0490,1.41,248.31,Monitoring
WO_07360,APU_033,2025-02-05 16:28:00,Corrective,Compressor Cycling,PART_0167,TECH_0384,7.92,748.58,Completed
WO_07361,APU_013,2024-05-04 12:13:00,Corrective,Abnormal Motor Current,PART_0219,TECH_0213,1.79,557.28,Completed
WO_07362,APU_018,2024-12-02 05:44:00,Corrective,Dryer Valve Fault,PART_0043,TECH_0461,3.92,296.64,Completed
WO_07363,APU_027,2024-11-13 02:28:00,Corrective,Pressure Leak,PART_0037,TECH_0144,4.87,960.69,Completed
WO_07364,APU_043,2024-01-28 12:32:00,Corrective,Dryer Valve Fault,PART_0061,TECH_0151,2.0,761.14,Completed
WO_07365,APU_007,2025-05-17 22:09:00,Corrective,High Oil Temperature,PART_0236,TECH_0046,4.81,773.27,Completed
WO_07366,APU_038,2025-08-17 00:58:00,Corrective,Pressure Leak,PART_0217,TECH_0156,4.14,353.74,Monitoring
WO_07367,APU_031,2024-05-11 12:17:00,Corrective,Compressor Cycling,PART_0005,TECH_0138,7.03,292.73,Completed
WO_07368,APU_003,2025-03-06 16:55:00,Corrective,High Oil Temperature,PART_0074,TECH_0275,2.1,565.23,Completed
WO_07369,APU_001,2025-04-28 19:24:00,Preventive,Compressor Cycling,PART_0203,TECH_0395,1.34,292.98,Completed
WO_07370,APU_037,2025-08-11 17:01:00,Corrective,Abnormal Motor Current,PART_0219,TECH_0098,2.06,624.88,Completed
WO_07371,APU_009,2025-08-08 07:02:00,Inspection,Low Pressure Switch Fault,PART_0278,TECH_0168,3.05,859.42,Monitoring
WO_07372,APU_028,2024-02-04 15:33:00,Corrective,Pressure Leak,PART_0163,TECH_0268,2.81,233.43,Monitoring
WO_07373,APU_019,2025-06-16 15:47:00,Preventive,Compressor Cycling,PART_0203,TECH_0431,2.19,273.24,Monitoring
WO_07374,APU_013,2024-07-24 00:48:00,Inspection,Low Pressure Switch Fault,PART_0080,TECH_0054,0.95,196.5,Completed
WO_07375,APU_002,2024-12-03 13:09:00,Preventive,Compressor Cycling,PART_0041,TECH_0211,3.52,1066.4,Completed
WO_07376,APU_038,2024-01-08 06:40:00,Preventive,Abnormal Motor Current,PART_0273,TECH_0041,8.04,779.15,Completed
WO_07377,APU_030,2024-03-24 09:32:00,Corrective,Abnormal Motor Current,PART_0129,TECH_0219,3.51,360.52,Monitoring
WO_07378,APU_043,2025-05-01 09:47:00,Corrective,Compressor Cycling,PART_0077,TECH_0105,3.8,871.55,Monitoring
WO_07379,APU_027,2025-06-11 10:12:00,Corrective,High Oil Temperature,PART_0164,TECH_0045,3.72,325.13,Completed
WO_07380,APU_017,2024-03-26 08:14:00,Preventive,Abnormal Motor Current,PART_0147,TECH_0185,3.38,580.72,Completed
WO_07381,APU_020,2024-10-24 06:32:00,Corrective,Dryer Valve Fault,PART_0223,TECH_0208,4.54,548.79,Completed
WO_07382,APU_009,2025-06-17 02:25:00,Corrective,High Oil Temperature,PART_0020,TECH_0379,3.38,1006.57,Monitoring
WO_07383,APU_041,2025-02-25 01:56:00,Corrective,Oil Level Warning,PART_0276,TECH_0218,2.29,448.58,Monitoring
WO_07384,APU_023,2024-10-31 19:10:00,Corrective,Low Pressure Switch Fault,PART_0152,TECH_0337,1.75,434.78,Monitoring
WO_07385,APU_017,2025-02-22 17:10:00,Corrective,Low Pressure Switch Fault,PART_0044,TECH_0185,2.37,285.17,Monitoring
WO_07386,APU_001,2024-06-03 17:48:00,Corrective,Compressor Cycling,PART_0095,TECH_0269,3.23,454.99,Monitoring
WO_07387,APU_048,2024-09-14 03:37:00,Corrective,Compressor Cycling,PART_0113,TECH_0110,2.28,993.71,Completed
WO_07388,APU_008,2024-08-10 22:36:00,Corrective,Abnormal Motor Current,PART_0219,TECH_0070,3.23,595.04,Completed
WO_07389,APU_040,2024-02-01 05:46:00,Corrective,Oil Level Warning,PART_0024,TECH_0281,3.46,615.51,Completed
WO_07390,APU_024,2024-02-25 00:17:00,Corrective,Dryer Valve Fault,PART_0169,TECH_0397,4.3,953.64,Completed
WO_07391,APU_031,2024-10-27 13:07:00,Preventive,Reservoir Pressure Fluctuation,PART_0202,TECH_0189,5.5,854.41,Completed
WO_07392,APU_021,2024-11-30 02:35:00,Corrective,Pressure Leak,PART_0109,TECH_0245,2.84,242.03,Monitoring
WO_07393,APU_003,2025-03-05 21:41:00,Inspection,Oil Level Warning,PART_0186,TECH_0050,1.32,932.09,Completed
WO_07394,APU_024,2024-03-22 17:53:00,Corrective,Compressor Cycling,PART_0113,TECH_0393,2.25,1003.15,Completed
WO_07395,APU_047,2024-04-18 16:44:00,Corrective,Abnormal Motor Current,PART_0021,TECH_0303,2.78,966.45,Completed
WO_07396,APU_010,2025-07-30 18:39:00,Preventive,High Oil Temperature,PART_0056,TECH_0362,0.99,426.65,Completed
WO_07397,APU_018,2024-02-21 01:14:00,Corrective,Abnormal Motor Current,PART_0255,TECH_0090,5.83,529.51,Completed
WO_07398,APU_003,2024-03-26 23:37:00,Preventive,Dryer Valve Fault,PART_0043,TECH_0096,2.94,299.92,Completed
WO_07399,APU_036,2024-02-02 04:58:00,Corrective,Abnormal Motor Current,PART_0129,TECH_0125,3.35,446.05,Completed
WO_07400,APU_005,2024-07-27 22:43:00,Corrective,Dryer Valve Fault,PART_0151,TECH_0119,5.76,597.07,Completed
WO_07401,APU_022,2024-02-23 08:17:00,Corrective,Dryer Valve Fault,PART_0169,TECH_0113,1.92,829.34,Completed
WO_07402,APU_036,2024-12-29 02:30:00,Corrective,Dryer Valve Fault,PART_0097,TECH_0374,3.73,852.62,Monitoring
WO_07403,APU_012,2024-03-29 22:06:00,Preventive,Pressure Leak,PART_0199,TECH_0197,2.56,663.71,Completed
WO_07404,APU_003,2024-05-28 14:58:00,Preventive,Oil Level Warning,PART_0204,TECH_0272,2.46,820.86,Monitoring
WO_07405,APU_006,2024-05-24 18:50:00,Preventive,Reservoir Pressure Fluctuation,PART_0058,TECH_0154,1.78,671.22,Completed
WO_07406,APU_020,2024-05-24 02:05:00,Corrective,Abnormal Motor Current,PART_0147,TECH_0340,6.79,721.26,Completed
WO_07407,APU_045,2025-08-09 12:17:00,Corrective,Reservoir Pressure Fluctuation,PART_0220,TECH_0174,2.21,862.95,Completed
WO_07408,APU_001,2025-07-09 15:27:00,Inspection,Compressor Cycling,PART_0221,TECH_0008,3.99,721.49,Monitoring
WO_07409,APU_045,2024-04-05 11:29:00,Preventive,High Oil Temperature,PART_0002,TECH_0342,0.97,229.58,Completed
WO_07410,APU_029,2024-09-28 01:58:00,Corrective,Compressor Cycling,PART_0131,TECH_0184,5.2,1059.21,Monitoring
WO_07411,APU_034,2024-03-20 09:18:00,Corrective,Compressor Cycling,PART_0113,TECH_0166,4.85,1073.82,Completed
WO_07412,APU_040,2024-07-19 11:32:00,Corrective,Dryer Valve Fault,PART_0043,TECH_0432,2.87,252.77,Completed
WO_07413,APU_043,2024-09-11 17:50:00,Corrective,Low Pressure Switch Fault,PART_0224,TECH_0327,2.4,321.2,Completed
WO_07414,APU_033,2025-06-21 08:34:00,Preventive,Compressor Cycling,PART_0131,TECH_0458,3.39,957.36,Monitoring
WO_07415,APU_010,2024-05-24 16:56:00,Inspection,High Oil Temperature,PART_0182,TECH_0490,9.57,801.73,Completed
WO_07416,APU_014,2024-01-31 12:27:00,Preventive,Low Pressure Switch Fault,PART_0026,TECH_0445,1.03,618.34,Completed
WO_07417,APU_016,2024-10-08 15:00:00,Corrective,Dryer Valve Fault,PART_0241,TECH_0399,4.18,981.52,Completed
WO_07418,APU_048,2024-05-09 23:52:00,Corrective,Dryer Valve Fault,PART_0295,TECH_0396,1.65,460.74,Monitoring
WO_07419,APU_020,2024-12-22 08:39:00,Corrective,Oil Level Warning,PART_0006,TECH_0087,2.69,982.69,Completed
WO_07420,APU_046,2024-09-18 02:45:00,Corrective,Reservoir Pressure Fluctuation,PART_0112,TECH_0200,2.37,755.64,Monitoring
WO_07421,APU_033,2025-08-24 22:33:00,Corrective,Abnormal Motor Current,PART_0075,TECH_0487,2.15,189.41,Monitoring
WO_07422,APU_048,2025-03-31 01:17:00,Corrective,Oil Level Warning,PART_0222,TECH_0009,2.7,988.05,Monitoring
WO_07423,APU_020,2024-12-01 04:21:00,Corrective,Compressor Cycling,PART_0257,TECH_0024,1.46,124.59,Completed
WO_07424,APU_022,2024-12-29 18:30:00,Preventive,Reservoir Pressure Fluctuation,PART_0292,TECH_0162,4.79,482.04,Completed
WO_07425,APU_048,2024-07-25 18:47:00,Preventive,Compressor Cycling,PART_0077,TECH_0211,1.01,660.97,Monitoring
WO_07426,APU_014,2025-07-05 17:58:00,Preventive,Compressor Cycling,PART_0131,TECH_0203,3.66,1016.59,Monitoring
WO_07427,APU_026,2025-05-24 15:22:00,Preventive,Pressure Leak,PART_0073,TECH_0417,2.27,300.9,Completed
WO_07428,APU_039,2024-04-09 23:48:00,Preventive,High Oil Temperature,PART_0164,TECH_0475,1.43,163.31,Monitoring
WO_07429,APU_023,2025-07-29 11:47:00,Preventive,Compressor Cycling,PART_0149,TECH_0327,3.04,663.81,Completed
WO_07430,APU_043,2024-03-29 16:24:00,Corrective,Reservoir Pressure Fluctuation,PART_0238,TECH_0411,1.15,643.08,Completed
WO_07431,APU_039,2025-08-24 16:27:00,Preventive,Low Pressure Switch Fault,PART_0170,TECH_0490,2.78,277.25,Monitoring
WO_07432,APU_021,2024-07-26 06:02:00,Corrective,Compressor Cycling,PART_0293,TECH_0109,1.24,377.41,Completed
WO_07433,APU_041,2024-03-29 13:56:00,Corrective,High Oil Temperature,PART_0146,TECH_0092,3.5,899.56,Completed
WO_07434,APU_044,2024-11-20 08:19:00,Corrective,Compressor Cycling,PART_0275,TECH_0142,1.63,329.72,Completed
WO_07435,APU_003,2025-06-18 09:28:00,Preventive,Compressor Cycling,PART_0059,TECH_0239,2.12,964.14,Completed
WO_07436,APU_006,2025-05-12 23:02:00,Corrective,Reservoir Pressure Fluctuation,PART_0220,TECH_0110,3.2,964.43,Completed
WO_07437,APU_045,2024-07-10 01:17:00,Preventive,Compressor Cycling,PART_0095,TECH_0408,1.78,365.06,Completed
WO_07438,APU_024,2024-08-25 08:43:00,Inspection,Compressor Cycling,PART_0041,TECH_0149,2.63,987.1,Completed
WO_07439,APU_011,2024-03-20 12:17:00,Preventive,High Oil Temperature,PART_0272,TECH_0311,1.18,398.21,Completed
WO_07440,APU_024,2024-11-04 12:58:00,Inspection,Low Pressure Switch Fault,PART_0134,TECH_0355,3.85,937.77,Completed
WO_07441,APU_002,2024-08-08 16:23:00,Corrective,Low Pressure Switch Fault,PART_0260,TECH_0028,7.18,1399.06,Monitoring
WO_07442,APU_042,2025-05-16 00:21:00,Preventive,High Oil Temperature,PART_0092,TECH_0362,12.63,812.98,Completed
WO_07443,APU_047,2024-04-09 23:30:00,Inspection,High Oil Temperature,PART_0002,TECH_0211,2.86,400.8,Completed
WO_07444,APU_050,2025-03-25 09:01:00,Preventive,Reservoir Pressure Fluctuation,PART_0256,TECH_0295,4.19,437.5,Monitoring
WO_07445,APU_045,2024-07-11 05:03:00,Corrective,Abnormal Motor Current,PART_0201,TECH_0125,1.02,703.93,Monitoring
WO_07446,APU_015,2025-08-20 12:29:00,Preventive,Abnormal Motor Current,PART_0201,TECH_0045,6.21,1117.4,Completed
WO_07447,APU_011,2025-09-10 06:05:00,Corrective,Oil Level Warning,PART_0096,TECH_0127,4.17,582.29,Completed
WO_07448,APU_024,2025-04-04 06:13:00,Corrective,Abnormal Motor Current,PART_0165,TECH_0318,2.08,169.0,Completed
WO_07449,APU_009,2024-04-24 20:49:00,Inspection,Compressor Cycling,PART_0023,TECH_0290,5.37,914.4,Monitoring
WO_07450,APU_037,2024-03-21 13:29:00,Inspection,Abnormal Motor Current,PART_0093,TECH_0483,2.36,375.85,Monitoring
WO_07451,APU_016,2024-06-29 22:18:00,Preventive,Low Pressure Switch Fault,PART_0206,TECH_0197,2.11,402.65,Monitoring
WO_07452,APU_010,2024-05-30 01:51:00,Corrective,Reservoir Pressure Fluctuation,PART_0022,TECH_0012,3.53,728.69,Completed
WO_07453,APU_031,2025-08-01 19:58:00,Inspection,Oil Level Warning,PART_0240,TECH_0163,1.51,599.53,Completed
WO_07454,APU_027,2024-04-01 22:34:00,Preventive,Dryer Valve Fault,PART_0043,TECH_0331,4.77,433.76,Monitoring
WO_07455,APU_036,2025-06-22 03:43:00,Preventive,Compressor Cycling,PART_0221,TECH_0187,1.52,657.46,Completed
WO_07456,APU_042,2024-01-12 20:57:00,Inspection,Reservoir Pressure Fluctuation,PART_0112,TECH_0342,1.53,688.77,Monitoring
WO_07457,APU_009,2024-10-08 01:28:00,Preventive,Pressure Leak,PART_0289,TECH_0447,1.65,352.64,Completed
WO_07458,APU_002,2024-08-30 23:25:00,Preventive,Compressor Cycling,PART_0131,TECH_0053,4.13,1020.83,Completed
WO_07459,APU_012,2024-05-15 17:22:00,Corrective,Oil Level Warning,PART_0294,TECH_0478,1.94,479.71,Completed
WO_07460,APU_011,2024-12-02 12:29:00,Corrective,Low Pressure Switch Fault,PART_0152,TECH_0377,1.3,365.06,Completed
WO_07461,APU_001,2025-07-09 06:36:00,Corrective,High Oil Temperature,PART_0200,TECH_0164,1.95,405.07,Completed
WO_07462,APU_006,2024-12-13 04:29:00,Preventive,Oil Level Warning,PART_0042,TECH_0217,2.67,1082.47,Monitoring
WO_07463,APU_022,2024-01-11 23:47:00,Corrective,Compressor Cycling,PART_0005,TECH_0433,1.42,83.33,Completed
WO_07464,APU_045,2024-12-10 05:47:00,Corrective,Pressure Leak,PART_0037,TECH_0161,1.44,823.92,Completed
WO_07465,APU_007,2024-03-11 14:34:00,Corrective,Dryer Valve Fault,PART_0187,TECH_0314,8.68,1255.88,Completed
WO_07466,APU_009,2024-11-15 20:47:00,Preventive,Pressure Leak,PART_0091,TECH_0041,1.69,323.53,Completed
