cost_id,work_order_id,machine_id,repair_cost_usd,downtime_cost_per_hour_usd,downtime_cost_usd,total_impact_usd
COST_06983,WO_06983,APU_015,960.25,1012.43,2358.96,3319.21
COST_06984,WO_06984,APU_020,649.33,1574.34,2959.76,3609.09
COST_06985,WO_06985,APU_029,592.75,958.3,1303.29,1896.04
COST_06986,WO_06986,APU_042,754.0,776.18,1552.36,2306.36
COST_06987,WO_06987,APU_037,231.7,1643.4,2070.68,2302.38
COST_06988,WO_06988,APU_029,1253.97,1524.25,13093.31,14347.28
COST_06989,WO_06989,APU_031,576.13,463.2,1241.38,1817.51
COST_06990,WO_06990,APU_001,905.68,709.74,1866.62,2772.3
COST_06991,WO_06991,APU_007,488.89,1226.33,4611.0,5099.89
COST_06992,WO_06992,APU_042,334.23,865.78,3991.25,4325.48
COST_06993,WO_06993,APU_034,579.73,391.75,1790.3,2370.03
COST_06994,WO_06994,APU_011,451.87,1290.22,6334.98,6786.85
COST_06995,WO_06995,APU_012,185.86,901.79,1731.44,1917.3
COST_06996,WO_06996,APU_006,784.45,1396.04,3224.85,4009.3
COST_06997,WO_06997,APU_032,682.05,451.47,1873.6,2555.65
COST_06998,WO_06998,APU_049,459.66,1154.57,2343.78,2803.44
COST_06999,WO_06999,APU_040,743.41,441.56,1196.63,1940.04
COST_07000,WO_07000,APU_026,509.77,719.93,2433.36,2943.13
COST_07001,WO_07001,APU_029,907.92,418.93,1755.32,2663.24
COST_07002,WO_07002,APU_047,808.85,919.91,938.31,1747.16
COST_07003,WO_07003,APU_018,556.45,1277.45,5148.12,5704.57
COST_07004,WO_07004,APU_046,412.68,1276.69,3051.29,3463.97
COST_07005,WO_07005,APU_027,425.09,980.05,3930.0,4355.09
COST_07006,WO_07006,APU_006,380.47,612.15,2552.67,2933.14
COST_07007,WO_07007,APU_012,505.07,524.3,3449.89,3954.96
COST_07008,WO_07008,APU_050,1062.36,1477.1,8449.01,9511.37
COST_07009,WO_07009,APU_010,284.51,524.25,2988.22,3272.73
COST_07010,WO_07010,APU_012,1044.05,1705.5,10250.06,11294.11
COST_07011,WO_07011,APU_017,927.15,385.82,1230.77,2157.92
COST_07012,WO_07012,APU_017,502.01,1631.86,4520.25,5022.26
COST_07013,WO_07013,APU_027,649.09,1643.78,7216.19,7865.28
COST_07014,WO_07014,APU_039,427.26,1291.96,5258.28,5685.54
COST_07015,WO_07015,APU_044,599.86,1057.46,2421.58,3021.44
COST_07016,WO_07016,APU_019,794.78,1473.24,5009.02,5803.8
COST_07017,WO_07017,APU_034,443.3,1611.56,4302.87,4746.17
COST_07018,WO_07018,APU_039,689.55,1482.48,2520.22,3209.77
COST_07019,WO_07019,APU_017,914.07,1401.97,7752.89,8666.96
COST_07020,WO_07020,APU_028,844.83,1609.04,4505.31,5350.14
COST_07021,WO_07021,APU_035,730.67,940.67,7892.22,8622.89
COST_07022,WO_07022,APU_022,193.82,1015.39,1127.08,1320.9
COST_07023,WO_07023,APU_047,852.05,1266.34,2532.68,3384.73
COST_07024,WO_07024,APU_037,398.54,1513.88,4193.45,4591.99
COST_07025,WO_07025,APU_017,609.44,677.93,3443.88,4053.32
COST_07026,WO_07026,APU_041,1100.59,863.91,2928.65,4029.24
COST_07027,WO_07027,APU_001,680.53,784.74,2526.86,3207.39
COST_07028,WO_07028,APU_017,939.07,1583.93,2312.54,3251.61
COST_07029,WO_07029,APU_005,537.64,563.5,811.44,1349.08
COST_07030,WO_07030,APU_011,657.94,1305.75,4243.69,4901.63
COST_07031,WO_07031,APU_005,328.64,1392.75,1782.72,2111.36
COST_07032,WO_07032,APU_037,469.09,1135.59,2305.25,2774.34
COST_07033,WO_07033,APU_018,976.47,1750.29,6266.04,7242.51
COST_07034,WO_07034,APU_050,257.41,759.43,1199.9,1457.31
COST_07035,WO_07035,APU_032,713.14,1691.13,11110.72,11823.86
COST_07036,WO_07036,APU_017,717.75,1238.55,6601.47,7319.22
COST_07037,WO_07037,APU_021,540.28,524.77,603.49,1143.77
COST_07038,WO_07038,APU_005,341.22,326.13,531.59,872.81
COST_07039,WO_07039,APU_014,290.96,772.75,595.02,885.98
COST_07040,WO_07040,APU_003,161.24,1243.4,2200.82,2362.06
COST_07041,WO_07041,APU_009,530.57,395.6,1637.78,2168.35
COST_07042,WO_07042,APU_022,996.92,594.33,1283.75,2280.67
COST_07043,WO_07043,APU_042,347.66,1485.37,5198.8,5546.46
COST_07044,WO_07044,APU_027,379.63,1065.57,1257.37,1637.0
COST_07045,WO_07045,APU_027,817.53,1346.39,5681.77,6499.3
COST_07046,WO_07046,APU_003,252.91,724.47,1448.94,1701.85
COST_07047,WO_07047,APU_026,879.67,703.99,1928.93,2808.6
COST_07048,WO_07048,APU_009,556.17,1239.02,3196.67,3752.84
COST_07049,WO_07049,APU_041,639.96,1603.47,2164.68,2804.64
COST_07050,WO_07050,APU_023,379.11,1741.55,2507.83,2886.94
COST_07051,WO_07051,APU_025,911.61,712.05,3296.79,4208.4
COST_07052,WO_07052,APU_040,473.66,1771.34,6004.84,6478.5
COST_07053,WO_07053,APU_038,551.82,681.13,3296.67,3848.49
COST_07054,WO_07054,APU_037,423.18,1660.62,5397.01,5820.19
COST_07055,WO_07055,APU_032,769.82,1339.38,3937.78,4707.6
COST_07056,WO_07056,APU_038,366.99,394.89,414.63,781.62
COST_07057,WO_07057,APU_004,300.73,938.49,2196.07,2496.8
COST_07058,WO_07058,APU_046,637.34,1494.7,4005.8,4643.14
COST_07059,WO_07059,APU_024,770.87,1560.61,12422.46,13193.33
COST_07060,WO_07060,APU_020,897.77,344.89,1369.21,2266.98
COST_07061,WO_07061,APU_009,832.48,1460.36,9244.08,10076.56
COST_07062,WO_07062,APU_042,486.35,1571.4,5939.89,6426.24
COST_07063,WO_07063,APU_045,684.23,368.23,677.54,1361.77
COST_07064,WO_07064,APU_007,942.12,907.12,2630.65,3572.77
COST_07065,WO_07065,APU_001,646.95,1676.22,5196.28,5843.23
COST_07066,WO_07066,APU_029,212.08,667.75,1081.76,1293.84
COST_07067,WO_07067,APU_001,300.1,1548.9,3407.58,3707.68
COST_07068,WO_07068,APU_046,381.83,928.08,2255.23,2637.06
COST_07069,WO_07069,APU_003,621.36,1472.31,9673.08,10294.44
COST_07070,WO_07070,APU_035,792.38,951.41,827.73,1620.11
COST_07071,WO_07071,APU_025,799.12,1760.8,9297.02,10096.14
COST_07072,WO_07072,APU_033,332.66,1040.07,1684.91,2017.57
COST_07073,WO_07073,APU_003,216.14,520.9,666.75,882.89
COST_07074,WO_07074,APU_031,463.88,763.94,3972.49,4436.37
COST_07075,WO_07075,APU_020,719.13,760.36,3094.67,3813.8
COST_07076,WO_07076,APU_010,1041.93,694.97,3766.74,4808.67
COST_07077,WO_07077,APU_046,238.05,397.99,1679.52,1917.57
COST_07078,WO_07078,APU_017,785.13,700.75,5914.33,6699.46
COST_07079,WO_07079,APU_001,977.29,1327.01,4909.94,5887.23
COST_07080,WO_07080,APU_002,453.52,386.95,963.51,1417.03
COST_07081,WO_07081,APU_024,511.67,1528.83,5014.56,5526.23
COST_07082,WO_07082,APU_048,874.26,1700.59,9166.18,10040.44
COST_07083,WO_07083,APU_049,878.01,1067.38,1889.26,2767.27
COST_07084,WO_07084,APU_018,780.49,808.4,1535.96,2316.45
COST_07085,WO_07085,APU_018,197.42,985.8,2257.48,2454.9
COST_07086,WO_07086,APU_028,520.51,973.0,827.05,1347.56
COST_07087,WO_07087,APU_029,314.75,1739.21,5095.89,5410.64
COST_07088,WO_07088,APU_050,451.29,1142.63,1096.92,1548.21
COST_07089,WO_07089,APU_030,1034.26,1730.39,4845.09,5879.35
COST_07090,WO_07090,APU_031,962.38,1722.39,7544.07,8506.45
COST_07091,WO_07091,APU_031,129.49,1609.81,3364.5,3493.99
COST_07092,WO_07092,APU_050,1108.38,1618.97,11073.75,12182.13
COST_07093,WO_07093,APU_011,538.54,393.06,479.53,1018.07
COST_07094,WO_07094,APU_038,1221.11,1299.22,6794.92,8016.03
COST_07095,WO_07095,APU_026,1116.36,1765.69,6956.82,8073.18
COST_07096,WO_07096,APU_010,230.18,1651.79,1750.9,1981.08
COST_07097,WO_07097,APU_025,954.94,916.46,11061.67,12016.61
COST_07098,WO_07098,APU_026,585.98,1411.43,3697.95,4283.93
COST_07099,WO_07099,APU_022,668.92,1278.45,2147.8,2816.72
COST_07100,WO_07100,APU_049,76.26,1181.92,1477.4,1553.66
COST_07101,WO_07101,APU_002,208.84,1554.21,3745.65,3954.49
COST_07102,WO_07102,APU_024,414.14,898.39,2272.93,2687.07
COST_07103,WO_07103,APU_045,415.71,934.45,2691.22,3106.93
COST_07104,WO_07104,APU_038,181.72,396.71,916.4,1098.12
COST_07105,WO_07105,APU_046,804.99,700.67,2697.58,3502.57
COST_07106,WO_07106,APU_003,714.64,1559.2,3430.24,4144.88
COST_07107,WO_07107,APU_042,793.3,880.8,827.95,1621.25
COST_07108,WO_07108,APU_042,378.33,714.09,1785.23,2163.56
COST_07109,WO_07109,APU_010,452.84,1165.01,862.11,1314.95
COST_07110,WO_07110,APU_043,488.64,1640.14,5412.46,5901.1
COST_07111,WO_07111,APU_017,805.3,500.6,795.95,1601.25
COST_07112,WO_07112,APU_036,485.0,678.42,2014.91,2499.91
COST_07113,WO_07113,APU_006,365.63,1617.94,9060.46,9426.09
COST_07114,WO_07114,APU_049,782.04,1390.06,2238.0,3020.04
COST_07115,WO_07115,APU_004,711.94,1049.9,5113.01,5824.95
COST_07116,WO_07116,APU_026,1056.39,1174.05,2512.47,3568.86
COST_07117,WO_07117,APU_027,1033.62,1016.06,7244.51,8278.13
COST_07118,WO_07118,APU_027,283.29,915.0,2031.3,2314.59
COST_07119,WO_07119,APU_019,373.86,1330.92,2275.87,2649.73
COST_07120,WO_07120,APU_030,747.2,408.42,1621.43,2368.63
COST_07121,WO_07121,APU_008,404.79,1081.73,2314.9,2719.69
COST_07122,WO_07122,APU_031,345.13,564.02,964.47,1309.6
COST_07123,WO_07123,APU_036,597.93,1778.6,3717.27,4315.2
COST_07124,WO_07124,APU_034,753.38,845.13,2239.59,2992.97
COST_07125,WO_07125,APU_048,587.04,1108.24,6305.89,6892.93
COST_07126,WO_07126,APU_037,800.04,413.77,388.94,1188.98
COST_07127,WO_07127,APU_013,393.02,1444.57,3972.57,4365.59
COST_07128,WO_07128,APU_026,436.6,997.55,3820.62,4257.22
COST_07129,WO_07129,APU_014,1077.93,407.79,1231.53,2309.46
COST_07130,WO_07130,APU_038,570.85,1574.45,8801.18,9372.03
COST_07131,WO_07131,APU_023,482.95,1242.32,3242.46,3725.41
COST_07132,WO_07132,APU_008,437.66,627.9,1544.63,1982.29
COST_07133,WO_07133,APU_004,801.57,1600.0,6032.0,6833.57
COST_07134,WO_07134,APU_028,288.05,1600.59,4593.69,4881.74
COST_07135,WO_07135,APU_014,466.23,730.72,1600.28,2066.51
COST_07136,WO_07136,APU_037,858.48,1400.69,5056.49,5914.97
COST_07137,WO_07137,APU_003,174.43,538.54,1023.23,1197.66
COST_07138,WO_07138,APU_030,393.67,1499.96,2909.92,3303.59
COST_07139,WO_07139,APU_005,270.32,1630.6,3310.12,3580.44
COST_07140,WO_07140,APU_025,526.17,1266.58,7244.84,7771.01
COST_07141,WO_07141,APU_011,861.22,1113.02,556.51,1417.73
COST_07142,WO_07142,APU_045,378.13,758.76,2564.61,2942.74
COST_07143,WO_07143,APU_010,991.23,658.62,1824.38,2815.61
COST_07144,WO_07144,APU_042,217.94,1639.12,1770.25,1988.19
COST_07145,WO_07145,APU_033,421.57,1737.33,5594.2,6015.77
COST_07146,WO_07146,APU_047,167.52,1503.03,5305.7,5473.22
COST_07147,WO_07147,APU_027,1045.96,360.88,1356.91,2402.87
COST_07148,WO_07148,APU_040,175.76,517.29,325.89,501.65
COST_07149,WO_07149,APU_016,756.92,1112.92,6410.42,7167.34
COST_07150,WO_07150,APU_039,898.74,1176.41,2129.3,3028.04
COST_07151,WO_07151,APU_028,723.39,416.55,1653.7,2377.09
COST_07152,WO_07152,APU_005,747.75,990.05,4049.3,4797.05
COST_07153,WO_07153,APU_037,696.86,663.59,1114.83,1811.69
COST_07154,WO_07154,APU_045,829.47,1112.11,4348.35,5177.82
COST_07155,WO_07155,APU_045,397.81,669.47,1472.83,1870.64
COST_07156,WO_07156,APU_020,496.35,1127.16,980.63,1476.98
COST_07157,WO_07157,APU_028,648.69,1066.33,5512.93,6161.62
COST_07158,WO_07158,APU_015,814.51,410.99,727.45,1541.96
COST_07159,WO_07159,APU_006,400.23,1309.99,2226.98,2627.21
COST_07160,WO_07160,APU_010,913.68,1211.02,2640.02,3553.7
COST_07161,WO_07161,APU_040,934.68,438.19,1384.68,2319.36
COST_07162,WO_07162,APU_022,449.4,868.6,2284.42,2733.82
COST_07163,WO_07163,APU_039,312.92,1188.65,4362.35,4675.27
COST_07164,WO_07164,APU_038,734.21,1616.41,2101.33,2835.54
COST_07165,WO_07165,APU_023,814.2,583.56,1056.24,1870.44
COST_07166,WO_07166,APU_047,557.95,1714.56,4372.13,4930.08
COST_07167,WO_07167,APU_011,891.5,1235.82,9540.53,10432.03
COST_07168,WO_07168,APU_046,331.6,1400.88,3572.24,3903.84
COST_07169,WO_07169,APU_045,490.42,1245.54,6152.97,6643.39
COST_07170,WO_07170,APU_035,974.62,1312.32,3648.25,4622.87
COST_07171,WO_07171,APU_045,392.1,1526.44,3175.0,3567.1
COST_07172,WO_07172,APU_011,450.86,586.71,1390.5,1841.36
COST_07173,WO_07173,APU_004,888.66,1195.09,2963.82,3852.48
COST_07174,WO_07174,APU_008,668.34,1653.15,6265.44,6933.78
COST_07175,WO_07175,APU_010,518.73,535.23,3098.98,3617.71
COST_07176,WO_07176,APU_004,913.27,1335.77,4421.4,5334.67
COST_07177,WO_07177,APU_031,688.75,1143.25,5967.76,6656.51
COST_07178,WO_07178,APU_045,415.34,1519.9,2431.84,2847.18
COST_07179,WO_07179,APU_010,818.34,568.94,1228.91,2047.25
COST_07180,WO_07180,APU_032,333.49,470.29,860.63,1194.12
COST_07181,WO_07181,APU_047,421.42,1242.94,4014.7,4436.12
COST_07182,WO_07182,APU_035,232.54,1478.47,3296.99,3529.53
COST_07183,WO_07183,APU_046,1093.43,1215.55,4935.13,6028.56
COST_07184,WO_07184,APU_022,809.89,1771.07,2886.84,3696.73
COST_07185,WO_07185,APU_004,558.12,1231.42,3423.35,3981.47
COST_07186,WO_07186,APU_034,379.84,1133.46,4499.84,4879.68
COST_07187,WO_07187,APU_010,817.39,817.19,710.96,1528.35
COST_07188,WO_07188,APU_001,725.47,1153.6,10070.93,10796.4
COST_07189,WO_07189,APU_048,992.12,1010.64,2354.79,3346.91
COST_07190,WO_07190,APU_034,477.93,553.15,492.3,970.23
COST_07191,WO_07191,APU_017,478.22,419.89,1247.07,1725.29
COST_07192,WO_07192,APU_043,412.52,411.2,1139.02,1551.54
COST_07193,WO_07193,APU_005,519.68,1468.69,3818.59,4338.27
COST_07194,WO_07194,APU_007,397.86,1736.44,8143.9,8541.76
COST_07195,WO_07195,APU_039,818.39,599.2,2456.72,3275.11
COST_07196,WO_07196,APU_044,545.42,542.4,1735.68,2281.1
COST_07197,WO_07197,APU_016,556.42,306.22,1065.65,1622.07
COST_07198,WO_07198,APU_009,983.27,1713.46,4403.59,5386.86
COST_07199,WO_07199,APU_043,581.52,1733.16,12513.42,13094.94
COST_07200,WO_07200,APU_050,913.88,560.93,673.12,1587.0
COST_07201,WO_07201,APU_044,1044.53,1709.78,5026.75,6071.28
COST_07202,WO_07202,APU_004,462.6,746.19,2104.26,2566.86
COST_07203,WO_07203,APU_037,996.12,1332.8,5664.4,6660.52
COST_07204,WO_07204,APU_008,531.5,1109.03,1896.44,2427.94
COST_07205,WO_07205,APU_021,434.99,455.88,474.12,909.11
COST_07206,WO_07206,APU_004,675.36,1456.31,4310.68,4986.04
COST_07207,WO_07207,APU_023,490.12,749.31,2375.31,2865.43
COST_07208,WO_07208,APU_043,946.3,1130.53,6975.37,7921.67
COST_07209,WO_07209,APU_018,468.45,652.84,881.33,1349.78
COST_07210,WO_07210,APU_023,857.71,550.2,2822.53,3680.24
COST_07211,WO_07211,APU_031,875.23,555.8,5552.44,6427.67
COST_07212,WO_07212,APU_033,760.83,1260.51,2785.73,3546.56
COST_07213,WO_07213,APU_021,749.15,1481.88,1985.72,2734.87
COST_07214,WO_07214,APU_002,616.52,1056.91,2293.49,2910.01
COST_07215,WO_07215,APU_045,497.77,1676.19,4592.76,5090.53
COST_07216,WO_07216,APU_022,380.62,1644.57,6101.35,6481.97
COST_07217,WO_07217,APU_005,230.47,940.94,1844.24,2074.71
COST_07218,WO_07218,APU_011,593.84,852.38,5446.71,6040.55
COST_07219,WO_07219,APU_011,654.34,316.17,464.77,1119.11
COST_07220,WO_07220,APU_035,561.82,1786.95,1858.43,2420.25
COST_07221,WO_07221,APU_044,561.32,738.1,3690.5,4251.82
COST_07222,WO_07222,APU_048,378.97,1785.83,1392.95,1771.92
COST_07223,WO_07223,APU_023,576.13,1312.48,3189.33,3765.46
COST_07224,WO_07224,APU_005,1419.62,395.76,5975.98,7395.6
COST_07225,WO_07225,APU_015,448.75,401.5,1084.05,1532.8
COST_07226,WO_07226,APU_015,189.26,1672.4,2458.43,2647.69
COST_07227,WO_07227,APU_008,481.29,1530.63,4025.56,4506.85
COST_07228,WO_07228,APU_002,631.65,475.45,1255.19,1886.84
COST_07229,WO_07229,APU_030,1075.59,1652.0,4906.44,5982.03
COST_07230,WO_07230,APU_003,932.65,1358.68,5312.44,6245.09
COST_07231,WO_07231,APU_033,749.08,1553.45,2376.78,3125.86
COST_07232,WO_07232,APU_021,910.45,410.91,2827.06,3737.51
COST_07233,WO_07233,APU_016,629.1,324.5,1009.19,1638.29
COST_07234,WO_07234,APU_025,734.04,352.35,1427.02,2161.06
COST_07235,WO_07235,APU_016,503.06,506.36,972.21,1475.27
COST_07236,WO_07236,APU_001,248.08,723.66,3994.6,4242.68
COST_07237,WO_07237,APU_032,372.38,1076.13,2539.67,2912.05
COST_07238,WO_07238,APU_020,500.31,385.98,1223.56,1723.87
COST_07239,WO_07239,APU_032,498.96,582.53,949.52,1448.48
COST_07240,WO_07240,APU_006,559.24,1441.09,2262.51,2821.75
COST_07241,WO_07241,APU_028,385.36,1425.62,5659.71,6045.07
COST_07242,WO_07242,APU_049,253.52,1784.92,3801.88,4055.4
COST_07243,WO_07243,APU_042,655.64,1084.44,1843.55,2499.19
COST_07244,WO_07244,APU_007,422.75,1520.24,2903.66,3326.41
COST_07245,WO_07245,APU_020,350.62,1710.31,6824.14,7174.76
COST_07246,WO_07246,APU_018,705.04,1686.44,3237.96,3943.0
COST_07247,WO_07247,APU_024,795.23,512.44,1306.72,2101.95
COST_07248,WO_07248,APU_049,295.39,459.27,1258.4,1553.79
COST_07249,WO_07249,APU_041,560.52,587.11,557.75,1118.27
COST_07250,WO_07250,APU_002,171.34,1658.46,2006.74,2178.08
COST_07251,WO_07251,APU_015,334.62,351.79,1150.35,1484.97
COST_07252,WO_07252,APU_044,362.99,1681.51,3043.53,3406.52
COST_07253,WO_07253,APU_008,972.86,727.62,3536.23,4509.09
COST_07254,WO_07254,APU_021,850.87,1092.21,5056.93,5907.8
COST_07255,WO_07255,APU_017,1067.46,1712.66,6919.15,7986.61
COST_07256,WO_07256,APU_011,1400.68,1030.62,7626.59,9027.27
COST_07257,WO_07257,APU_021,498.58,1076.86,2799.84,3298.42
COST_07258,WO_07258,APU_036,240.24,686.76,2664.63,2904.87
COST_07259,WO_07259,APU_047,875.86,1787.28,3520.94,4396.8
COST_07260,WO_07260,APU_048,852.24,472.76,4949.8,5802.04
COST_07261,WO_07261,APU_050,944.41,1002.5,8110.22,9054.63
COST_07262,WO_07262,APU_002,922.19,462.39,1266.95,2189.14
COST_07263,WO_07263,APU_018,1066.91,1594.25,5356.68,6423.59
COST_07264,WO_07264,APU_023,1177.84,477.36,2740.05,3917.89
COST_07265,WO_07265,APU_047,444.88,1140.6,2862.91,3307.79
COST_07266,WO_07266,APU_004,385.04,751.36,1420.07,1805.11
COST_07267,WO_07267,APU_030,948.31,1146.95,5046.58,5994.89
COST_07268,WO_07268,APU_012,389.71,727.22,2065.3,2455.01
COST_07269,WO_07269,APU_035,806.79,1326.49,3992.73,4799.52
COST_07270,WO_07270,APU_023,419.66,1293.12,2224.17,2643.83
COST_07271,WO_07271,APU_002,354.2,1101.43,1167.52,1521.72
COST_07272,WO_07272,APU_040,537.43,339.25,1051.67,1589.1
COST_07273,WO_07273,APU_025,535.67,1703.62,7615.18,8150.85
COST_07274,WO_07274,APU_023,345.76,382.41,917.78,1263.54
COST_07275,WO_07275,APU_006,1023.86,1440.89,8630.93,9654.79
COST_07276,WO_07276,APU_008,968.18,811.12,1500.57,2468.75
COST_07277,WO_07277,APU_029,211.11,1373.45,2087.64,2298.75
COST_07278,WO_07278,APU_001,900.55,1594.4,4177.33,5077.88
COST_07279,WO_07279,APU_013,646.49,1294.59,3365.93,4012.42
COST_07280,WO_07280,APU_043,621.41,1004.14,4167.18,4788.59
COST_07281,WO_07281,APU_018,337.99,1374.74,2433.29,2771.28
COST_07282,WO_07282,APU_040,722.59,596.99,3444.63,4167.22
COST_07283,WO_07283,APU_038,957.19,941.6,7551.63,8508.82
COST_07284,WO_07284,APU_022,860.06,1608.3,4278.08,5138.14
COST_07285,WO_07285,APU_003,453.69,688.2,3723.16,4176.85
COST_07286,WO_07286,APU_043,370.32,1383.9,2103.53,2473.85
COST_07287,WO_07287,APU_045,841.59,1088.64,5345.22,6186.81
COST_07288,WO_07288,APU_044,374.28,1394.84,6751.03,7125.31
COST_07289,WO_07289,APU_020,1123.76,449.53,1964.45,3088.21
COST_07290,WO_07290,APU_006,778.85,1113.03,3005.18,3784.03
COST_07291,WO_07291,APU_040,851.09,785.38,424.11,1275.2
COST_07292,WO_07292,APU_018,382.84,649.4,1240.35,1623.19
COST_07293,WO_07293,APU_032,268.9,1624.33,3134.96,3403.86
COST_07294,WO_07294,APU_027,980.63,1087.32,1728.84,2709.47
COST_07295,WO_07295,APU_020,937.99,753.65,2193.12,3131.11
COST_07296,WO_07296,APU_011,429.07,911.77,1969.42,2398.49
COST_07297,WO_07297,APU_030,302.9,443.4,767.08,1069.98
COST_07298,WO_07298,APU_043,752.18,573.89,872.31,1624.49
COST_07299,WO_07299,APU_009,787.07,867.48,1587.49,2374.56
COST_07300,WO_07300,APU_032,524.97,1594.84,8037.99,8562.96
COST_07301,WO_07301,APU_031,880.28,1108.33,2094.74,2975.02
COST_07302,WO_07302,APU_034,519.23,805.83,1651.95,2171.18
COST_07303,WO_07303,APU_029,144.11,1164.11,2456.27,2600.38
COST_07304,WO_07304,APU_038,744.23,1621.48,5318.45,6062.68
COST_07305,WO_07305,APU_015,471.66,895.22,3124.32,3595.98
COST_07306,WO_07306,APU_032,71.77,377.02,192.28,264.05
COST_07307,WO_07307,APU_025,440.98,1545.09,7370.08,7811.06
COST_07308,WO_07308,APU_037,663.42,1071.92,6420.8,7084.22
COST_07309,WO_07309,APU_011,261.88,1771.79,2710.84,2972.72
COST_07310,WO_07310,APU_011,581.37,523.68,832.65,1414.02
COST_07311,WO_07311,APU_010,573.34,903.26,1914.91,2488.25
COST_07312,WO_07312,APU_012,449.75,1440.81,2579.05,3028.8
COST_07313,WO_07313,APU_026,1070.64,652.3,2002.56,3073.2
COST_07314,WO_07314,APU_018,829.03,1315.98,1223.86,2052.89
COST_07315,WO_07315,APU_018,775.41,1615.94,2375.43,3150.84
COST_07316,WO_07316,APU_049,1305.26,1118.21,7089.45,8394.71
COST_07317,WO_07317,APU_005,874.85,1241.39,2023.47,2898.32
COST_07318,WO_07318,APU_034,582.73,1761.24,9493.08,10075.81
COST_07319,WO_07319,APU_041,1038.8,1090.8,3599.64,4638.44
COST_07320,WO_07320,APU_005,317.83,911.94,911.94,1229.77
COST_07321,WO_07321,APU_031,508.69,609.39,2352.25,2860.94
COST_07322,WO_07322,APU_013,953.5,512.25,1306.24,2259.74
COST_07323,WO_07323,APU_036,263.4,1139.63,2416.02,2679.42
COST_07324,WO_07324,APU_034,636.95,948.25,2949.06,3586.01
COST_07325,WO_07325,APU_045,466.03,1732.41,6115.41,6581.44
COST_07326,WO_07326,APU_048,1059.91,1039.71,4169.24,5229.15
COST_07327,WO_07327,APU_043,559.76,1133.74,5895.45,6455.21
COST_07328,WO_07328,APU_028,503.56,1624.69,5523.95,6027.51
COST_07329,WO_07329,APU_044,298.95,1446.18,1851.11,2150.06
COST_07330,WO_07330,APU_047,450.83,1730.86,3617.5,4068.33
COST_07331,WO_07331,APU_042,1554.74,334.79,4593.32,6148.06
COST_07332,WO_07332,APU_019,1231.5,1163.28,4711.28,5942.78
COST_07333,WO_07333,APU_007,728.18,1109.66,11107.7,11835.88
COST_07334,WO_07334,APU_013,538.62,1597.32,9360.3,9898.92
COST_07335,WO_07335,APU_027,479.66,1764.75,5470.73,5950.39
COST_07336,WO_07336,APU_019,536.23,920.4,2954.48,3490.71
COST_07337,WO_07337,APU_012,741.13,728.71,1938.37,2679.5
COST_07338,WO_07338,APU_030,490.0,1318.36,1384.28,1874.28
COST_07339,WO_07339,APU_023,777.61,1388.51,3818.4,4596.01
COST_07340,WO_07340,APU_015,395.98,1061.46,5615.12,6011.1
COST_07341,WO_07341,APU_026,606.21,610.98,1191.41,1797.62
COST_07342,WO_07342,APU_010,879.48,474.02,1616.41,2495.89
COST_07343,WO_07343,APU_029,626.5,369.48,1603.54,2230.04
COST_07344,WO_07344,APU_012,367.47,1771.83,2923.52,3290.99
COST_07345,WO_07345,APU_026,436.58,304.04,644.56,1081.14
COST_07346,WO_07346,APU_014,816.54,566.01,877.32,1693.86
COST_07347,WO_07347,APU_045,428.03,850.05,1470.59,1898.62
COST_07348,WO_07348,APU_034,110.95,1755.05,2351.77,2462.72
COST_07349,WO_07349,APU_010,259.22,1228.62,2039.51,2298.73
COST_07350,WO_07350,APU_028,676.81,1474.49,8743.73,9420.54
COST_07351,WO_07351,APU_001,716.2,400.57,656.93,1373.13
COST_07352,WO_07352,APU_050,292.6,930.95,2709.06,3001.66
COST_07353,WO_07353,APU_044,591.35,587.42,1210.09,1801.44
COST_07354,WO_07354,APU_010,926.72,1521.15,7909.98,8836.7
COST_07355,WO_07355,APU_003,680.46,375.29,2097.87,2778.33
COST_07356,WO_07356,APU_032,754.22,823.21,3597.43,4351.65
COST_07357,WO_07357,APU_016,507.15,545.84,1757.6,2264.75
COST_07358,WO_07358,APU_003,523.36,765.96,1830.64,2354.0
COST_07359,WO_07359,APU_041,248.31,313.42,441.92,690.23
COST_07360,WO_07360,APU_033,748.58,1111.9,8806.25,9554.83
COST_07361,WO_07361,APU_013,557.28,689.62,1234.42,1791.7
COST_07362,WO_07362,APU_018,296.64,827.43,3243.53,3540.17
COST_07363,WO_07363,APU_027,960.69,549.6,2676.55,3637.24
COST_07364,WO_07364,APU_043,761.14,1643.5,3287.0,4048.14
COST_07365,WO_07365,APU_007,773.27,965.96,4646.27,5419.54
COST_07366,WO_07366,APU_038,353.74,1461.46,6050.44,6404.18
COST_07367,WO_07367,APU_031,292.73,1413.86,9939.44,10232.17
COST_07368,WO_07368,APU_003,565.23,563.09,1182.49,1747.72
COST_07369,WO_07369,APU_001,292.98,507.65,680.25,973.23
COST_07370,WO_07370,APU_037,624.88,754.58,1554.43,2179.31
COST_07371,WO_07371,APU_009,859.42,1143.42,3487.43,4346.85
COST_07372,WO_07372,APU_028,233.43,1636.47,4598.48,4831.91
COST_07373,WO_07373,APU_019,273.24,788.41,1726.62,1999.86
COST_07374,WO_07374,APU_013,196.5,802.3,762.18,958.68
